age,Valore Reale,Valore Predetto,club_name,player_name,position,club_involved_name,season
18.0,0.02,6.429458,AC Milan,Matteo Pessina,Attacking Midfield,Monza,2015/2016
24.0,3.5,4.2751145,Angers SCO,Sada Thioub,Right Winger,Nîmes Olympique,2019/2020
30.0,9.0,38.463753,Manchester United,Bastian Schweinsteiger,Central Midfield,Bayern Munich,2015/2016
21.0,12.0,15.294463,Borussia Dortmund,Mahmoud Dahoud,Central Midfield,Bor. M'gladbach,2017/2018
21.0,1.3,2.5411704,AC Siena,Mattia Destro,Centre-Forward,Genoa,2012/2013
23.0,32.0,42.225735,Paris Saint-Germain,Abdou Diallo,Centre-Back,Bor. Dortmund,2019/2020
18.0,1.5,0.9047502,TSG 1899 Hoffenheim,Bruno Nazário,Attacking Midfield,Tombense,2013/2014
25.0,21.0,9.793078,SSC Napoli,Nikola Maksimovic,Centre-Back,Torino,2017/2018
29.0,4.0,4.5685005,Athletic Bilbao,Ibai Gómez,Right Winger,Alavés,2018/2019
28.0,12.5,10.023105,AC Milan,Giampaolo Pazzini,Centre-Forward,Inter,2012/2013
23.0,0.5,3.9539807,Elche CF,Tete Morente,Left Winger,Málaga CF,2020/2021
22.0,1.2,3.4122474,CD Nacional,Djaniny,Centre-Forward,Benfica,2013/2014
20.0,4.7,3.9707654,US Sassuolo,Mert Müldür,Right-Back,Rapid Vienna,2019/2020
28.0,22.0,18.378197,Atlético de Madrid,Kieran Trippier,Right-Back,Spurs,2019/2020
30.0,13.0,12.717958,Juventus FC,Hernanes,Attacking Midfield,Inter,2015/2016
24.0,0.6,1.8340052,FC Utrecht,Sander van de Streek,Attacking Midfield,SC Cambuur,2017/2018
23.0,15.0,13.7654085,AS Roma,Konstantinos Manolas,Centre-Back,Olympiacos,2014/2015
22.0,2.8,3.414706,Parma Calcio 1913,José Machín,Central Midfield,Pescara,2019/2020
22.0,2.8,2.456854,Terek Grozny,Facundo Píriz,Defensive Midfield,Nacional,2012/2013
20.0,0.3,3.8670466,VfL Wolfsburg,Kevin Pannewitz,Defensive Midfield,Hansa Rostock,2012/2013
27.0,2.5,2.5956657,Stade Rennais FC,Ola Toivonen,Attacking Midfield,PSV Eindhoven,2013/2014
22.0,36.0,12.405598,Inter Milan,Geoffrey Kondogbia,Defensive Midfield,Monaco,2015/2016
21.0,2.5,2.9777744,FC Toulouse,Thijs Dallinga,Centre-Forward,Excelsior,2022/2023
23.0,24.7,8.893641,Fulham FC,Aleksandar Mitrović,Centre-Forward,Newcastle,2018/2019
25.0,7.87,6.375228,SL Benfica,Nicolás Castillo,Centre-Forward,UNAM Pumas,2018/2019
22.0,2.55,4.078111,SL Benfica,Luis Fariña,Attacking Midfield,Racing Club,2013/2014
22.0,1.95,8.456455,Juventus FC,Nico Hidalgo,Right Winger,Recre Granada,2014/2015
19.0,0.4,2.5698302,Eintracht Frankfurt,Marijan Cavar,Central Midfield,Zrinjski Mostar,2017/2018
27.0,3.0,4.568081,Spartak Moscow,José Manuel Jurado,Attacking Midfield,FC Schalke 04,2013/2014
24.0,13.0,17.183338,Liverpool FC,Konstantinos Tsimikas,Left-Back,Olympiacos,2020/2021
24.0,3.5,7.482688,Southampton FC,Vegard Forren,Centre-Back,Molde,2012/2013
25.0,0.3,1.4580473,AZ Alkmaar,Robert Mühren,Centre-Forward,FC Volendam,2014/2015
22.0,2.5,5.5204086,Valencia CF,Jonathan Viera,Attacking Midfield,UD Las Palmas,2012/2013
26.0,9.0,5.3892703,ACF Fiorentina,Riccardo Saponara,Attacking Midfield,Empoli,2018/2019
23.0,0.2,1.8911918,Celta de Vigo,Álvaro Lemos,Right-Back,CD Lugo,2016/2017
23.0,7.5,2.0117543,Angers SCO,Paul Bernardoni,Goalkeeper,G. Bordeaux,2020/2021
19.0,0.3,2.1633165,FC Augsburg,Kilian Jakob,Left-Back,1860 Munich,2017/2018
21.0,1.0,3.6696322,CSKA Moscow,Takuma Nishimura,Second Striker,Vegalta Sendai,2018/2019
26.0,0.36,2.335519,Ural Yekaterinburg,Aleksey Kashtanov,Centre-Forward,Rodina Moscow,2022/2023
18.0,37.5,10.991223,Manchester United,Luke Shaw,Left-Back,Southampton,2014/2015
20.0,7.0,2.693919,1. FC Köln,Jorge Meré,Centre-Back,Sporting Gijón,2017/2018
29.0,3.0,3.616514,FK Krasnodar,Vladimir Iljin,Centre-Forward,Akhmat Grozny,2021/2022
22.0,9.5,11.136489,Borussia Mönchengladbach,Hannes Wolf,Attacking Midfield,RB Leipzig,2021/2022
31.0,0.28,0.37940478,FK Orenburg,Andrey Klimovich,Goalkeeper,Soligorsk,2019/2020
18.0,0.017,1.6955063,Krylya Sovetov Samara,Aleksandr Kovalenko,Attacking Midfield,Chertanovo,2021/2022
22.0,5.0,4.3779297,SC Freiburg,Luca Waldschmidt,Second Striker,Hamburger SV,2018/2019
27.0,1.0,3.822871,Sporting CP,Héctor Bellerín,Right-Back,Barcelona,2022/2023
28.0,7.5,9.630441,SSC Napoli,Goran Pandev,Second Striker,Inter,2012/2013
26.0,3.8,1.5310838,US Palermo,Giancarlo González,Centre-Back,Columbus Crew,2014/2015
22.0,30.0,37.389168,Tottenham Hotspur,Steven Bergwijn,Left Winger,PSV Eindhoven,2019/2020
19.0,0.3,0.5907868,Vitesse Arnhem,Milot Rashica,Right Winger,KF Vushtrria,2015/2016
25.0,0.077,1.9084247,Parma FC,Andrea Brighenti,Centre-Forward,Renate,2013/2014
20.0,5.2,6.544276,Wolverhampton Wanderers,Yerson Mosquera,Centre-Back,Atl. Nacional,2021/2022
29.0,10.0,6.393813,Olympique Marseille,Luiz Gustavo,Defensive Midfield,VfL Wolfsburg,2017/2018
19.0,18.0,16.843937,Tottenham Hotspur,Destiny Udogie,Left-Back,Udinese Calcio,2022/2023
18.0,8.0,5.356903,VfL Wolfsburg,Aster Vranckx,Central Midfield,KV Mechelen,2021/2022
23.0,0.16,3.4319031,Ural Yekaterinburg,Ramazan Gadzhimuradov,Right Winger,SKA Khabarovsk,2020/2021
